precision,side,block,sample,variant,phase,seconds,iterations,operator_apps,preconditioner_apps,reductions,relative_residual,checksum
double,16,5,9,native,solve,0.00022912400000000001,7,16,14,23,5.6037012670773305e-10,0
double,16,5,9,reference,products,6.2976606134594849e-07,0,0,0,0,0,79192302.082384101
double,16,5,9,reference,solve,0.000241277,7,16,14,23,5.6037012670773305e-10,0
float,16,1296,-1,native,profile_operator,0.0044759889999999997,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,-1,native,profile_preconditioner,0.0073977039999999989,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,-1,native,profile_total,0.024001497,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,-1,reference,profile_operator,0.0047069769999999993,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,-1,reference,profile_preconditioner,0.0076410840000000002,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,-1,reference,profile_total,0.024337073000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,0,reference,products,0.00024724559999999998,0,0,0,0,0,80810075
float,16,1296,0,reference,solve,0.016514243000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,0,native,products,0.00030614191999999996,0,0,0,0,0,80810075
float,16,1296,0,native,solve,0.016952091999999998,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,1,native,products,0.00030385919999999998,0,0,0,0,0,80810075
float,16,1296,1,native,solve,0.017060708000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,1,reference,products,0.00024049596000000001,0,0,0,0,0,80810075
float,16,1296,1,reference,solve,0.016651132999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,2,reference,products,0.0002414502,0,0,0,0,0,80810075
float,16,1296,2,reference,solve,0.019836185999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,2,native,products,0.00030219284000000001,0,0,0,0,0,80810075
float,16,1296,2,native,solve,0.018217108999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,3,native,products,0.00030395295999999998,0,0,0,0,0,80810075
float,16,1296,3,native,solve,0.018713038000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,3,reference,products,0.00023608044000000001,0,0,0,0,0,80810075
float,16,1296,3,reference,solve,0.018259309000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,4,reference,products,0.00023665987999999999,0,0,0,0,0,80810075
float,16,1296,4,reference,solve,0.019765873,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,4,native,products,0.00031626872000000002,0,0,0,0,0,80810075
float,16,1296,4,native,solve,0.016747596,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,5,native,products,0.00035871752000000002,0,0,0,0,0,80810075
float,16,1296,5,native,solve,0.018246475000000002,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,5,reference,products,0.00024802624,0,0,0,0,0,80810075
float,16,1296,5,reference,solve,0.018772971999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,6,reference,products,0.00024805752000000002,0,0,0,0,0,80810075
float,16,1296,6,reference,solve,0.018622356999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,6,native,products,0.00030446156,0,0,0,0,0,80810075
float,16,1296,6,native,solve,0.019912260000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,7,native,products,0.00030118776000000001,0,0,0,0,0,80810075
float,16,1296,7,native,solve,0.017947008,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,7,reference,products,0.00023623787999999999,0,0,0,0,0,80810075
float,16,1296,7,reference,solve,0.017138316000000001,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,8,reference,products,0.00025097744000000002,0,0,0,0,0,80810075
float,16,1296,8,reference,solve,0.018363997999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,8,native,products,0.00030035495999999998,0,0,0,0,0,80810075
float,16,1296,8,native,solve,0.018155853,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,9,native,products,0.00030878812000000001,0,0,0,0,0,80810075
float,16,1296,9,native,solve,0.017684189999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,9,reference,products,0.00024173555999999999,0,0,0,0,0,80810075
float,16,1296,9,reference,solve,0.018669585999999998,4,10,8,14,6.7133383752071177e-06,0
double,16,1296,-1,native,profile_operator,0.019603296000000003,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,-1,native,profile_preconditioner,0.037855172999999999,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,-1,native,profile_total,0.086575462000000006,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,-1,reference,profile_operator,0.019074272999999996,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,-1,reference,profile_preconditioner,0.038086470000000004,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,-1,reference,profile_total,0.084591103000000001,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,0,reference,products,0.00018286883999999999,0,0,0,0,0,80810078.788519325
double,16,1296,0,reference,solve,0.071754125000000002,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,0,native,products,0.00029509220000000001,0,0,0,0,0,80810078.788519325
double,16,1296,0,native,solve,0.070923201000000005,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,1,native,products,0.00029209772,0,0,0,0,0,80810078.788519325
double,16,1296,1,native,solve,0.070911378999999997,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,1,reference,products,0.00018948535999999998,0,0,0,0,0,80810078.788519325
double,16,1296,1,reference,solve,0.070919744000000007,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,2,reference,products,0.00017372148000000001,0,0,0,0,0,80810078.788519325
double,16,1296,2,reference,solve,0.071080639000000001,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,2,native,products,0.00029615183999999998,0,0,0,0,0,80810078.788519325
double,16,1296,2,native,solve,0.071474294999999993,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,3,native,products,0.00030740595999999997,0,0,0,0,0,80810078.788519325
double,16,1296,3,native,solve,0.069928646999999997,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,3,reference,products,0.00017225431999999999,0,0,0,0,0,80810078.788519325
double,16,1296,3,reference,solve,0.070065657000000003,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,4,reference,products,0.00017005336,0,0,0,0,0,80810078.788519325
double,16,1296,4,reference,solve,0.072041540000000001,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,4,native,products,0.00028925791999999997,0,0,0,0,0,80810078.788519325
double,16,1296,4,native,solve,0.071354949000000001,7,16,14,24,2.8102878011790435e-10,0
double,16,1296,5,native,products,0.00028992923999999998,0,0,0,0,0,80810078.788519325
double,16,1296,5,native,solve,0.072724273000000006,7,16,14,24,2.8102878011790435e-10,0
