precision,side,block,sample,variant,phase,seconds,iterations,operator_apps,preconditioner_apps,reductions,relative_residual,checksum
float,16,1296,4,reference,preconditioner,0.00061296312500000005,0,0,0,0,0,-0.84679639339447021
float,16,1296,4,reference,solve,0.019498676999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,4,native,products,0.0002490848,0,0,0,0,0,80810075
float,16,1296,4,native,preconditioner,0.00072316412500000003,0,0,0,0,0,-0.84679639339447021
float,16,1296,4,native,solve,0.017779362999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,5,native,products,0.00025000815999999998,0,0,0,0,0,80810075
float,16,1296,5,native,preconditioner,0.00068186600000000005,0,0,0,0,0,-0.84679639339447021
float,16,1296,5,native,solve,0.018474919999999999,4,10,8,14,6.7133383752071177e-06,0
float,16,1296,5,reference,products,0.00024173127999999999,0,0,0,0,0,80810075
float,16,1296,5,reference,preconditioner,0.00067774325000000005,0,0,0,0,0,-0.84679639339447021
